age,gender,height_cm,weight_kg,activity_level,activity_level_encoded,calorie_needs,protein_g,fat_g,carb_g
20,0,165,84,light,1.375,2214.09375,110.7046875,73.803125,276.76171875
57,0,199,98,very_active,1.9,3377.725,168.88625000000002,112.59083333333332,422.215625
63,0,191,81,light,1.375,2100.65625,105.0328125,70.021875,262.58203125
41,0,157,56,very_active,1.9,2232.975,111.64875,74.43249999999999,279.121875
49,1,199,70,very_active,1.9,3237.125,161.85625000000002,107.90416666666665,404.640625
64,0,170,69,light,1.375,1748.3125,87.415625,58.27708333333333,218.5390625
39,1,150,75,light,1.375,2059.0625,102.953125,68.63541666666667,257.3828125
40,1,157,53,very_active,1.9,2500.875,125.04375,83.3625,312.609375
19,0,178,95,moderate,1.55,2800.0750000000003,140.00375000000003,93.33583333333334,350.00937500000003
44,1,181,71,very_active,1.9,3089.875,154.49375,102.99583333333334,386.234375
59,1,187,64,active,1.725,2619.84375,130.9921875,87.328125,327.48046875
19,1,154,89,very_active,1.9,3348.75,167.4375,111.625,418.59375
43,1,196,70,moderate,1.55,2658.25,132.9125,88.60833333333333,332.28125
34,1,171,64,active,1.725,2662.96875,133.1484375,88.765625,332.87109375
57,1,196,71,sedentary,1.2,1986.0,99.30000000000001,66.19999999999999,248.25
50,0,183,77,sedentary,1.2,1803.3,90.165,60.11,225.4125
26,1,150,63,moderate,1.55,2235.875,111.79375,74.52916666666665,279.484375
60,1,175,76,very_active,1.9,2961.625,148.08125,98.72083333333333,370.203125
56,1,192,90,light,1.375,2509.375,125.46875,83.64583333333333,313.671875
46,0,159,89,moderate,1.55,2313.7625000000003,115.68812500000001,77.12541666666668,289.22031250000003
59,1,179,77,active,1.725,2757.84375,137.8921875,91.928125,344.73046875
43,0,199,75,active,1.725,2790.61875,139.53093750000002,93.020625,348.82734375
52,1,167,98,sedentary,1.2,2122.5,106.125,70.75,265.3125
42,0,166,51,active,1.725,2029.4625,101.47312500000001,67.64875,253.6828125
41,0,175,74,moderate,1.55,2275.0125000000003,113.75062500000001,75.83375000000001,284.37656250000003
30,1,157,52,active,1.725,2339.53125,116.9765625,77.984375,292.44140625
24,1,196,57,moderate,1.55,2604.0,130.20000000000002,86.8,325.5
53,0,189,93,light,1.375,2317.21875,115.8609375,77.240625,289.65234375
62,1,198,82,sedentary,1.2,2103.0,105.15,70.1,262.875
37,0,161,91,active,1.725,2708.68125,135.4340625,90.289375,338.58515625
18,0,176,84,moderate,1.55,2617.9500000000003,130.8975,87.26500000000001,327.24375000000003
25,0,157,55,very_active,1.9,2365.975,118.29875,78.86583333333333,295.746875
63,0,174,88,sedentary,1.2,1789.8,89.49000000000001,59.66,223.725
33,0,195,72,light,1.375,2217.53125,110.8765625,73.91770833333334,277.19140625
31,1,153,74,moderate,1.55,2396.6875,119.83437500000001,79.88958333333333,299.5859375
29,0,182,99,light,1.375,2504.5625,125.228125,83.48541666666667,313.0703125
40,0,150,92,light,1.375,2057.6875,102.884375,68.58958333333334,257.2109375
32,1,168,68,active,1.725,2716.875,135.84375,90.5625,339.609375
45,0,180,54,active,1.725,2206.275,110.31375000000001,73.5425,275.784375
51,1,165,60,moderate,1.55,2140.9375,107.046875,71.36458333333333,267.6171875
19,1,163,61,very_active,1.9,2923.625,146.18125,97.45416666666667,365.453125
49,1,197,59,moderate,1.55,2450.9375,122.546875,81.69791666666667,306.3671875
40,0,154,57,very_active,1.9,2225.85,111.2925,74.195,278.23125
39,0,190,73,light,1.375,2147.0625,107.353125,71.56875,268.3828125
42,0,175,77,sedentary,1.2,1791.3,89.565,59.71,223.9125
39,1,177,90,moderate,1.55,2815.1875,140.759375,93.83958333333334,351.8984375
39,0,151,85,moderate,1.55,2228.5125000000003,111.42562500000003,74.28375,278.56406250000003
59,1,199,86,very_active,1.9,3446.125,172.30625,114.87083333333332,430.765625
23,0,155,70,light,1.375,1915.03125,95.7515625,63.834374999999994,239.37890625
32,1,158,57,light,1.375,1928.4375,96.421875,64.28125,241.0546875
60,0,182,58,very_active,1.9,2387.35,119.3675,79.57833333333332,298.41875
54,0,190,96,light,1.375,2360.1875,118.009375,78.67291666666667,295.0234375
50,0,174,64,active,1.725,2270.9625,113.54812500000001,75.69875,283.8703125
25,1,197,97,sedentary,1.2,2497.5,124.875,83.25,312.1875
61,1,162,95,moderate,1.55,2576.875,128.84375,85.89583333333333,322.109375
61,0,158,89,sedentary,1.2,1693.8,84.69,56.46,211.725
22,0,162,67,moderate,1.55,2187.8250000000003,109.39125000000001,72.92750000000001,273.47812500000003
56,1,180,91,active,1.725,3036.0,151.8,101.19999999999999,379.5
21,1,190,69,light,1.375,2444.0625,122.203125,81.46875,305.5078125
23,1,160,55,very_active,1.9,2736.0,136.8,91.19999999999999,342.0
62,0,153,61,active,1.725,1889.30625,94.46531250000001,62.976875,236.16328125
49,1,183,51,sedentary,1.2,1696.5,84.825,56.55,212.0625
47,0,187,56,very_active,1.9,2532.225,126.61125,84.40749999999998,316.528125
64,1,195,65,light,1.375,2136.40625,106.8203125,71.21354166666667,267.05078125
52,0,153,52,active,1.725,1820.30625,91.01531250000001,60.676874999999995,227.53828125
57,1,187,94,very_active,1.9,3474.625,173.73125000000002,115.82083333333334,434.328125
33,1,168,52,active,1.725,2432.25,121.61250000000001,81.07499999999999,304.03125
30,1,155,76,active,1.725,2731.96875,136.59843750000002,91.065625,341.49609375
59,1,183,99,light,1.375,2535.15625,126.7578125,84.50520833333333,316.89453125
47,1,167,92,moderate,1.55,2687.3125,134.365625,89.57708333333333,335.9140625
36,0,162,89,very_active,1.9,2966.85,148.3425,98.895,370.85625
34,1,190,87,light,1.375,2602.1875,130.109375,86.73958333333333,325.2734375
36,1,172,82,active,1.725,2967.0,148.35,98.9,370.875
45,1,168,77,light,1.375,2200.0,110.0,73.33333333333333,275.0
43,0,194,50,moderate,1.55,2071.5750000000003,103.57875000000001,69.05250000000001,258.94687500000003
54,1,160,57,very_active,1.9,2479.5,123.97500000000001,82.65,309.9375
43,0,150,86,moderate,1.55,2203.3250000000003,110.16625000000002,73.44416666666667,275.41562500000003
40,1,173,81,sedentary,1.2,2035.5,101.775,67.85,254.4375
26,1,156,97,very_active,1.9,3458.0,172.9,115.26666666666665,432.25
29,0,174,92,moderate,1.55,2637.3250000000003,131.86625,87.91083333333334,329.66562500000003
18,1,170,86,active,1.725,3169.6875,158.484375,105.65625,396.2109375
18,0,164,53,very_active,1.9,2477.6,123.88,82.58666666666666,309.7
64,0,150,79,very_active,1.9,2368.35,118.4175,78.945,296.04375
51,1,161,55,light,1.375,1796.09375,89.8046875,59.869791666666664,224.51171875
49,0,156,95,active,1.725,2620.275,131.01375000000002,87.3425,327.534375
42,1,164,68,sedentary,1.2,1800.0,90.0,60.0,225.0
57,1,170,81,moderate,1.55,2468.375,123.41875,82.27916666666665,308.546875
62,0,168,58,light,1.375,1593.625,79.68125,53.12083333333333,199.203125
18,0,178,61,moderate,1.55,2280.8250000000003,114.04125000000002,76.0275,285.10312500000003
33,0,174,60,sedentary,1.2,1633.8,81.69,54.46,204.225
56,0,182,95,sedentary,1.2,1975.8,98.79,65.86,246.975
22,1,198,65,very_active,1.9,3386.75,169.3375,112.89166666666667,423.34375
39,1,181,50,sedentary,1.2,1729.5,86.47500000000001,57.650000000000006,216.1875
46,0,198,94,moderate,1.55,2769.0750000000003,138.45375,92.30250000000001,346.13437500000003
20,1,184,70,active,1.725,3027.375,151.36875,100.9125,378.421875
29,1,193,79,active,1.725,3202.03125,160.1015625,106.734375,400.25390625
43,1,187,62,very_active,1.9,2999.625,149.98125000000002,99.9875,374.953125
33,1,175,83,moderate,1.55,2733.8125,136.690625,91.12708333333333,341.7265625
54,0,160,53,moderate,1.55,1703.45,85.17250000000001,56.781666666666666,212.93125
39,0,184,77,sedentary,1.2,1876.8,93.84,62.559999999999995,234.6
46,1,157,87,moderate,1.55,2520.6875,126.03437500000001,84.02291666666666,315.0859375
31,0,195,80,light,1.375,2341.28125,117.0640625,78.04270833333334,292.66015625
45,0,163,76,sedentary,1.2,1671.3,83.565,55.71,208.9125
22,0,159,54,light,1.375,1736.28125,86.8140625,57.876041666666666,217.03515625
64,1,151,74,very_active,1.9,2600.625,130.03125,86.6875,325.078125
47,1,195,52,active,1.725,2602.59375,130.12968750000002,86.753125,325.32421875
63,1,158,82,very_active,1.9,2845.25,142.26250000000002,94.84166666666665,355.65625
22,0,152,53,active,1.725,2085.525,104.27625,69.5175,260.690625
29,1,170,74,very_active,1.9,3158.75,157.9375,105.29166666666667,394.84375
33,1,175,69,moderate,1.55,2516.8125,125.840625,83.89375,314.6015625
43,0,157,83,light,1.375,1973.46875,98.6734375,65.78229166666667,246.68359375
43,1,197,75,active,1.725,3055.40625,152.77031250000002,101.846875,381.92578125
38,1,151,54,sedentary,1.2,1558.5,77.92500000000001,51.949999999999996,194.8125
56,0,155,84,light,1.375,1880.65625,94.0328125,62.688541666666666,235.08203125
53,0,177,77,sedentary,1.2,1740.3,87.015,58.00999999999999,217.5375
50,0,178,78,light,1.375,2037.0625,101.853125,67.90208333333334,254.6328125
47,1,175,58,light,1.375,1985.15625,99.2578125,66.171875,248.14453125
54,1,174,87,very_active,1.9,3215.75,160.78750000000002,107.19166666666666,401.96875
40,1,161,99,active,1.725,3107.15625,155.35781250000002,103.57187499999999,388.39453125
27,0,154,55,active,1.725,2098.4625,104.92312500000001,69.94875,262.3078125
22,0,183,68,light,1.375,2135.03125,106.7515625,71.16770833333334,266.87890625
53,1,197,93,moderate,1.55,2946.9375,147.346875,98.23124999999999,368.3671875
51,1,186,60,moderate,1.55,2344.375,117.21875,78.14583333333333,293.046875
48,0,164,51,sedentary,1.2,1360.8,68.04,45.35999999999999,170.1
27,0,193,96,sedentary,1.2,2244.2999999999997,112.21499999999999,74.80999999999999,280.53749999999997
36,0,185,93,very_active,1.9,3315.975,165.79875,110.53249999999998,414.496875
49,0,164,93,light,1.375,2129.875,106.49375,70.99583333333334,266.234375
18,1,192,58,sedentary,1.2,2034.0,101.7,67.8,254.25
22,0,197,70,sedentary,1.2,1992.3,99.61500000000001,66.41,249.0375
62,1,172,73,light,1.375,2062.5,103.125,68.75,257.8125
21,1,155,83,very_active,1.9,3227.625,161.38125000000002,107.58749999999999,403.453125
33,1,195,71,sedentary,1.2,2122.5,106.125,70.75,265.3125
41,0,199,52,very_active,1.9,2655.725,132.78625,88.52416666666666,331.965625
33,0,193,61,active,1.725,2570.68125,128.5340625,85.689375,321.33515625
19,0,192,77,very_active,1.9,3256.6,162.83,108.55333333333333,407.075
45,0,194,79,moderate,1.55,2505.5750000000003,125.27875000000002,83.51916666666666,313.19687500000003
49,1,170,75,moderate,1.55,2437.375,121.86875,81.24583333333334,304.671875
44,0,172,97,very_active,1.9,3161.6,158.08,105.38666666666666,395.2
37,0,192,70,moderate,1.55,2408.7000000000003,120.43500000000002,80.29,301.08750000000003
41,1,165,77,active,1.725,2762.15625,138.1078125,92.071875,345.26953125
29,0,196,75,light,1.375,2294.875,114.74375,76.49583333333334,286.859375
52,1,164,82,moderate,1.55,2464.5,123.22500000000001,82.15,308.0625
50,1,174,70,moderate,1.55,2390.875,119.54375,79.69583333333333,298.859375
50,1,185,84,very_active,1.9,3327.375,166.36875,110.9125,415.921875
60,1,160,83,active,1.725,2647.875,132.39375,88.26249999999999,330.984375
54,1,164,90,light,1.375,2282.5,114.125,76.08333333333333,285.3125
29,1,153,96,very_active,1.9,3374.875,168.74375,112.49583333333334,421.859375
20,1,170,67,very_active,1.9,3111.25,155.5625,103.70833333333333,388.90625
18,1,162,60,active,1.725,2634.9375,131.74687500000002,87.83125,329.3671875
50,0,171,72,light,1.375,1894.40625,94.7203125,63.146874999999994,236.80078125
57,0,168,97,active,1.725,2715.15,135.75750000000002,90.505,339.39375
27,0,183,71,light,1.375,2141.90625,107.0953125,71.396875,267.73828125
60,0,163,66,active,1.725,2100.61875,105.03093750000001,70.020625,262.57734375
61,1,153,54,very_active,1.9,2272.875,113.64375000000001,75.76249999999999,284.109375
46,0,197,93,very_active,1.9,3363.475,168.17375,112.11583333333333,420.434375
30,1,195,60,sedentary,1.2,2008.5,100.42500000000001,66.94999999999999,251.0625
29,0,176,79,moderate,1.55,2455.2000000000003,122.76000000000002,81.84,306.90000000000003
48,0,178,64,active,1.725,2331.3375,116.56687500000001,77.71125,291.4171875
63,0,196,76,sedentary,1.2,1810.8,90.54,60.36,226.35
19,1,177,84,moderate,1.55,2877.1875,143.859375,95.90625,359.6484375
52,0,184,82,active,1.725,2672.025,133.60125000000002,89.0675,334.003125
40,1,157,69,light,1.375,2029.84375,101.4921875,67.66145833333333,253.73046875
34,1,165,65,moderate,1.55,2350.1875,117.509375,78.33958333333334,293.7734375
43,0,191,83,very_active,1.9,3130.725,156.53625,104.3575,391.340625
25,0,185,51,sedentary,1.2,1656.3,82.815,55.21,207.0375
46,0,179,84,moderate,1.55,2430.0125000000003,121.50062500000001,81.00041666666668,303.75156250000003
43,1,167,89,moderate,1.55,2671.8125,133.59062500000002,89.06041666666665,333.9765625
27,0,151,77,very_active,1.9,2693.725,134.68625,89.79083333333332,336.715625
43,1,198,96,active,1.725,3428.4375,171.421875,114.28125,428.5546875
51,1,162,88,light,1.375,2258.4375,112.921875,75.28125,282.3046875
58,0,153,55,very_active,1.9,2004.975,100.24875,66.8325,250.621875
24,0,175,58,light,1.375,1915.03125,95.7515625,63.834374999999994,239.37890625
21,1,174,69,active,1.725,2893.6875,144.68437500000002,96.45625,361.7109375
62,1,179,50,moderate,1.55,2036.3125,101.81562500000001,67.87708333333333,254.5390625
28,1,160,57,light,1.375,1973.125,98.65625,65.77083333333333,246.640625
46,0,156,72,sedentary,1.2,1564.8,78.24000000000001,52.16,195.6
53,1,180,52,sedentary,1.2,1662.0,83.10000000000001,55.4,207.75
42,0,193,53,very_active,1.9,2593.975,129.69875,86.46583333333334,324.246875
38,1,159,74,active,1.725,2671.59375,133.5796875,89.053125,333.94921875
53,1,188,96,very_active,1.9,3562.5,178.125,118.75,445.3125
27,0,162,87,very_active,1.9,3014.35,150.7175,100.47833333333332,376.79375
54,1,180,64,very_active,1.9,2850.0,142.5,95.0,356.25
26,0,156,70,sedentary,1.2,1660.8,83.04,55.35999999999999,207.6
41,0,198,84,sedentary,1.2,2053.7999999999997,102.69,68.45999999999998,256.72499999999997
52,1,191,95,very_active,1.9,3588.625,179.43125,119.62083333333332,448.578125
52,0,191,63,sedentary,1.2,1683.3,84.165,56.10999999999999,210.4125
53,0,185,85,active,1.725,2725.93125,136.29656250000002,90.864375,340.74140625
35,1,169,61,very_active,1.9,2842.875,142.14375,94.76249999999999,355.359375
56,0,153,66,sedentary,1.2,1410.3,70.515,47.01,176.2875
49,0,156,88,light,1.375,1992.375,99.61875,66.4125,249.046875
41,0,150,58,very_active,1.9,2187.85,109.3925,72.92833333333333,273.48125
40,1,193,84,very_active,1.9,3517.375,175.86875,117.24583333333332,439.671875
49,0,194,62,active,1.725,2460.7125,123.03562500000001,82.02375,307.5890625
54,1,191,64,moderate,1.55,2431.5625,121.578125,81.05208333333333,303.9453125
29,1,196,67,moderate,1.55,2720.25,136.01250000000002,90.675,340.03125
30,0,162,82,active,1.725,2624.5875,131.229375,87.48625,328.0734375
40,0,171,55,active,1.725,2169.61875,108.48093750000001,72.320625,271.20234375
42,0,170,76,active,1.725,2503.8375,125.19187500000001,83.46125,312.9796875
52,1,171,72,moderate,1.55,2377.3125,118.86562500000001,79.24375,297.1640625
58,0,177,76,active,1.725,2441.30625,122.0653125,81.376875,305.16328125
47,0,158,83,sedentary,1.2,1705.8,85.29,56.85999999999999,213.225
34,0,175,95,very_active,1.9,3254.225,162.71125,108.47416666666666,406.778125
37,0,158,87,very_active,1.9,2871.85,143.5925,95.72833333333332,358.98125
42,0,164,63,light,1.375,1765.5,88.275,58.849999999999994,220.6875
39,1,159,85,light,1.375,2273.90625,113.6953125,75.796875,284.23828125
30,1,173,57,very_active,1.9,2861.875,143.09375,95.39583333333333,357.734375
36,0,191,84,sedentary,1.2,2031.3,101.565,67.71,253.9125
53,0,157,68,moderate,1.55,1914.6375,95.731875,63.82125,239.3296875
29,0,173,79,moderate,1.55,2426.1375000000003,121.30687500000002,80.87125,303.26718750000003
58,0,165,63,sedentary,1.2,1452.3,72.615,48.41,181.5375
36,1,198,69,moderate,1.55,2716.375,135.81875,90.54583333333333,339.546875
29,0,175,98,active,1.725,3049.36875,152.46843750000002,101.645625,381.17109375
26,1,176,74,very_active,1.9,3258.5,162.925,108.61666666666666,407.3125
24,1,186,89,very_active,1.9,3681.25,184.0625,122.70833333333333,460.15625
45,0,153,73,sedentary,1.2,1560.3,78.015,52.01,195.0375
31,1,199,63,moderate,1.55,2671.8125,133.59062500000002,89.06041666666665,333.9765625
48,1,173,75,light,1.375,2194.84375,109.7421875,73.16145833333333,274.35546875
36,1,168,87,light,1.375,2399.375,119.96875,79.97916666666667,299.921875
64,1,185,72,moderate,1.55,2419.9375,120.996875,80.66458333333333,302.4921875
33,0,188,71,light,1.375,2143.625,107.18125,71.45416666666667,267.953125
22,0,159,97,sedentary,1.2,2031.3,101.565,67.71,253.9125
52,1,174,68,sedentary,1.2,1815.0,90.75,60.5,226.875
29,0,167,95,moderate,1.55,2616.0125000000003,130.80062500000003,87.20041666666667,327.00156250000003
42,0,168,52,light,1.375,1648.625,82.43125,54.954166666666666,206.078125
38,0,185,91,sedentary,1.2,2058.2999999999997,102.91499999999999,68.60999999999999,257.28749999999997
53,0,159,68,sedentary,1.2,1497.3,74.865,49.91,187.1625
40,0,182,58,active,1.725,2339.9625,116.99812500000002,77.99875,292.4953125
33,1,199,77,active,1.725,3197.71875,159.8859375,106.59062499999999,399.71484375
56,0,154,69,sedentary,1.2,1453.8,72.69,48.46,181.725
62,0,196,94,moderate,1.55,2625.7000000000003,131.28500000000003,87.52333333333334,328.21250000000003
59,0,198,56,very_active,1.9,2548.85,127.4425,84.96166666666666,318.60625
56,0,184,63,very_active,1.9,2544.1,127.205,84.80333333333333,318.0125
31,1,193,58,sedentary,1.2,1963.5,98.17500000000001,65.44999999999999,245.4375
48,1,183,68,sedentary,1.2,1906.5,95.325,63.54999999999999,238.3125
22,1,182,96,sedentary,1.2,2391.0,119.55000000000001,79.69999999999999,298.875
52,1,170,63,moderate,1.55,2228.125,111.40625,74.27083333333333,278.515625
40,0,166,87,active,1.725,2667.7125,133.385625,88.92375,333.4640625
46,1,171,85,sedentary,1.2,2032.5,101.625,67.75,254.0625
60,0,197,89,sedentary,1.2,1992.3,99.61500000000001,66.41,249.0375
28,0,186,66,light,1.375,2092.0625,104.603125,69.73541666666667,261.5078125
35,0,164,79,moderate,1.55,2292.4500000000003,114.62250000000002,76.415,286.55625000000003
64,0,184,58,sedentary,1.2,1498.8,74.94,49.96,187.35
29,0,177,82,light,1.375,2227.84375,111.3921875,74.26145833333334,278.48046875
26,1,156,74,very_active,1.9,3021.0,151.05,100.69999999999999,377.625
27,1,181,63,sedentary,1.2,1957.5,97.875,65.25,244.6875
61,1,160,60,sedentary,1.2,1560.0,78.0,52.0,195.0
34,1,159,84,light,1.375,2294.53125,114.7265625,76.484375,286.81640625
55,0,158,90,moderate,1.55,2249.8250000000003,112.49125000000002,74.99416666666667,281.22812500000003
24,1,163,63,sedentary,1.2,1840.5,92.025,61.349999999999994,230.0625
63,0,162,79,very_active,1.9,2520.35,126.0175,84.01166666666666,315.04375
30,1,174,90,sedentary,1.2,2211.0,110.55000000000001,73.69999999999999,276.375
57,0,151,53,very_active,1.9,1952.725,97.63625,65.09083333333334,244.090625
59,0,184,53,active,1.725,2111.4,105.57000000000001,70.38,263.925
26,1,156,77,active,1.725,2794.5,139.725,93.15,349.3125
44,0,170,57,very_active,1.9,2377.85,118.8925,79.26166666666666,297.23125
19,0,167,51,moderate,1.55,2011.5125,100.575625,67.05041666666666,251.4390625
22,1,152,90,sedentary,1.2,2094.0,104.7,69.8,261.75
46,0,191,95,sedentary,1.2,2103.2999999999997,105.16499999999999,70.10999999999999,262.91249999999997
54,1,188,71,active,1.725,2794.5,139.725,93.15,349.3125
55,1,190,90,very_active,1.9,3453.25,172.66250000000002,115.10833333333332,431.65625
36,1,198,65,sedentary,1.2,2055.0,102.75,68.5,256.875
25,0,160,78,sedentary,1.2,1792.8,89.64,59.75999999999999,224.1
62,0,188,98,moderate,1.55,2610.2000000000003,130.51000000000002,87.00666666666667,326.27500000000003
18,0,173,97,light,1.375,2475.34375,123.7671875,82.51145833333334,309.41796875
39,1,195,79,active,1.725,3137.34375,156.8671875,104.578125,392.16796875
34,0,168,61,active,1.725,2292.525,114.62625000000001,76.4175,286.565625
24,1,153,84,light,1.375,2311.71875,115.5859375,77.05729166666667,288.96484375
42,1,175,60,sedentary,1.2,1786.5,89.325,59.54999999999999,223.3125
62,0,187,95,moderate,1.55,2554.0125000000003,127.70062500000002,85.13375,319.25156250000003
21,1,191,99,moderate,1.55,3229.8125,161.49062500000002,107.66041666666666,403.7265625
53,0,181,70,active,1.725,2424.05625,121.20281250000001,80.801875,303.00703125
23,0,188,70,moderate,1.55,2478.4500000000003,123.92250000000001,82.61500000000001,309.80625000000003
48,0,194,54,light,1.375,1858.3125,92.915625,61.943749999999994,232.2890625
36,0,195,97,sedentary,1.2,2217.2999999999997,110.865,73.91,277.16249999999997
61,0,185,69,light,1.375,1897.84375,94.8921875,63.26145833333333,237.23046875
56,1,189,86,very_active,1.9,3355.875,167.79375000000002,111.8625,419.484375
44,1,186,52,active,1.725,2531.4375,126.571875,84.38125,316.4296875
27,1,182,93,moderate,1.55,3003.125,150.15625,100.10416666666667,375.390625
43,0,185,82,very_active,1.9,3040.475,152.02375,101.34916666666666,380.059375
36,0,152,58,moderate,1.55,1842.95,92.14750000000001,61.431666666666665,230.36875
56,0,158,58,sedentary,1.2,1351.8,67.59,45.059999999999995,168.975
20,1,157,53,sedentary,1.2,1699.5,84.97500000000001,56.65,212.4375
62,0,182,84,sedentary,1.2,1807.8,90.39,60.25999999999999,225.975
30,1,155,66,moderate,1.55,2299.8125,114.99062500000001,76.66041666666666,287.4765625
45,1,190,83,very_active,1.9,3415.25,170.76250000000002,113.84166666666667,426.90625
37,0,188,73,sedentary,1.2,1870.8,93.54,62.36,233.85
45,0,153,81,very_active,1.9,2622.475,131.12375,87.41583333333332,327.809375
25,1,162,50,moderate,1.55,2158.375,107.91875,71.94583333333333,269.796875
58,0,198,57,very_active,1.9,2577.35,128.8675,85.91166666666666,322.16875
56,1,151,94,moderate,1.55,2493.5625,124.67812500000001,83.11875,311.6953125
18,0,154,72,moderate,1.55,2218.8250000000003,110.94125000000003,73.96083333333334,277.35312500000003
20,0,193,96,active,1.725,3286.55625,164.32781250000002,109.551875,410.81953125
30,1,176,89,moderate,1.55,2859.75,142.9875,95.32499999999999,357.46875
45,0,181,61,moderate,1.55,2100.6375000000003,105.03187500000001,70.02125000000001,262.57968750000003
42,1,170,61,light,1.375,2017.8125,100.890625,67.26041666666667,252.2265625
50,0,157,95,sedentary,1.2,1824.3,91.215,60.809999999999995,228.0375
55,1,187,96,active,1.725,3206.34375,160.31718750000002,106.878125,400.79296875
23,1,157,64,active,1.725,2606.90625,130.3453125,86.896875,325.86328125
61,0,199,90,active,1.725,2894.11875,144.7059375,96.470625,361.76484375
62,1,152,68,light,1.375,1821.875,91.09375,60.729166666666664,227.734375
49,0,193,75,moderate,1.55,2402.8875000000003,120.14437500000003,80.09625,300.36093750000003
62,0,152,78,sedentary,1.2,1510.8,75.54,50.35999999999999,188.85
64,0,171,71,very_active,1.9,2465.725,123.28625,82.19083333333333,308.215625
38,1,155,89,moderate,1.55,2594.3125,129.71562500000002,86.47708333333333,324.2890625
33,1,151,70,light,1.375,2040.15625,102.0078125,68.00520833333333,255.01953125
38,0,172,87,moderate,1.55,2470.7000000000003,123.53500000000003,82.35666666666667,308.83750000000003
28,0,193,69,moderate,1.55,2472.6375000000003,123.63187500000002,82.42125000000001,309.07968750000003
54,1,151,78,light,1.375,2005.78125,100.2890625,66.859375,250.72265625
53,0,187,53,active,1.725,2195.49375,109.77468750000001,73.183125,274.43671875
52,0,166,56,active,1.725,2029.4625,101.47312500000001,67.64875,253.6828125
36,1,184,77,sedentary,1.2,2094.0,104.7,69.8,261.75
37,0,183,77,sedentary,1.2,1881.3,94.065,62.71,235.1625
35,1,172,53,active,1.725,2475.375,123.76875000000001,82.51249999999999,309.421875
64,0,179,71,very_active,1.9,2560.725,128.03625,85.3575,320.090625
58,1,157,61,moderate,1.55,2024.6875,101.234375,67.48958333333333,253.0859375
31,0,171,94,very_active,1.9,3216.225,160.81125,107.2075,402.028125
32,0,193,52,moderate,1.55,2178.1375000000003,108.90687500000001,72.60458333333334,272.26718750000003
48,1,185,71,active,1.725,2813.90625,140.6953125,93.796875,351.73828125
18,0,154,93,sedentary,1.2,1969.8,98.49000000000001,65.66,246.225
20,1,162,51,sedentary,1.2,1713.0,85.65,57.099999999999994,214.125
33,0,178,73,very_active,1.9,2881.35,144.0675,96.045,360.16875
40,1,180,83,sedentary,1.2,2112.0,105.60000000000001,70.4,264.0
28,1,196,76,active,1.725,3191.25,159.5625,106.375,398.90625
29,1,165,90,very_active,1.9,3403.375,170.16875000000002,113.44583333333333,425.421875
27,1,191,50,moderate,1.55,2423.8125,121.19062500000001,80.79374999999999,302.9765625
49,0,179,57,sedentary,1.2,1539.3,76.965,51.309999999999995,192.4125
33,0,165,72,light,1.375,1959.71875,97.9859375,65.32395833333334,244.96484375
25,1,161,87,sedentary,1.2,2107.5,105.375,70.25,263.4375
55,1,166,55,moderate,1.55,2042.125,102.10625,68.07083333333333,255.265625
29,1,165,71,very_active,1.9,3042.375,152.11875,101.4125,380.296875
41,0,161,74,moderate,1.55,2139.3875000000003,106.96937500000001,71.31291666666668,267.42343750000003
45,0,157,67,light,1.375,1739.71875,86.9859375,57.990624999999994,217.46484375
25,0,169,66,active,1.725,2467.18125,123.35906250000001,82.239375,308.39765625
45,0,152,61,sedentary,1.2,1408.8,70.44,46.96,176.1
53,1,165,55,very_active,1.9,2510.375,125.51875000000001,83.67916666666666,313.796875
43,1,179,75,active,1.725,2861.34375,143.06718750000002,95.378125,357.66796875
25,1,194,76,moderate,1.55,2871.375,143.56875,95.7125,358.921875
45,0,172,57,very_active,1.9,2392.1,119.605,79.73666666666666,299.0125
45,0,177,68,active,1.725,2415.43125,120.77156250000002,80.514375,301.92890625
54,0,189,91,very_active,1.9,3154.475,157.72375,105.14916666666666,394.309375
58,1,154,50,light,1.375,1619.0625,80.953125,53.96875,202.3828125
53,1,169,78,light,1.375,2167.34375,108.3671875,72.24479166666667,270.91796875
44,0,189,94,sedentary,1.2,2088.2999999999997,104.41499999999999,69.60999999999999,261.03749999999997
34,1,193,98,sedentary,1.2,2425.5,121.275,80.85,303.1875
26,0,150,84,light,1.375,2043.9375,102.196875,68.13125,255.4921875
50,0,179,89,very_active,1.9,3035.725,151.78625,101.19083333333333,379.465625
37,1,170,63,light,1.375,2079.6875,103.984375,69.32291666666667,259.9609375
30,0,169,84,sedentary,1.2,1902.3,95.11500000000001,63.41,237.7875
45,1,155,97,light,1.375,2363.28125,118.1640625,78.77604166666667,295.41015625
46,0,171,94,light,1.375,2224.40625,111.2203125,74.146875,278.05078125
30,1,167,69,very_active,1.9,3018.625,150.93125,100.62083333333334,377.328125
63,1,157,98,active,1.725,2848.40625,142.4203125,94.946875,356.05078125
52,1,188,62,sedentary,1.2,1848.0,92.4,61.599999999999994,231.0
23,0,181,87,very_active,1.9,3277.975,163.89875,109.26583333333332,409.746875
35,0,182,98,light,1.375,2449.5625,122.478125,81.65208333333334,306.1953125
22,1,165,95,light,1.375,2579.84375,128.9921875,85.99479166666667,322.48046875
